Country,BR,IR
Cote d'Ivoire,0.411960132890365,0.246073298429319
DRC,2.20728291316527,0.373106646058733
Malawi,0.424802110817942,0.38659793814433
Uganda,1.16666666666667,0.407447973713034
Zimbabwe,1.71604938271605,0.177304964539007
