Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Malawi,2,12,21,23.7698630136986,0.166666666666667,0.88347164591978,36,0-4
Malawi,3,12,12,23.2767123287671,0.25,0.515536723163842,68,0-4
Malawi,3,12,9,23.9342465753425,0.25,0.376030219780219,79,0-4
Malawi,8,12,21,24,0.666666666666667,0.875,98,0-4
Malawi,3,12,3,23.9013698630137,0.25,0.125515818431912,101,0-4
Malawi,0,12,15,23.3095890410959,0,0.643511988716502,104,0-4
Malawi,0,12,16,23.7698630136986,0,0.673121254034118,110,0-4
Malawi,6,12,30,23.7369863013699,0.5,1.26385041551246,113,0-4
Malawi,0,12,2,23.8027397260274,0,0.08402394106814,136,0-4
Malawi,1,12,29,23.7698630136986,0.0833333333333333,1.22003227293684,141,0-4
Malawi,10,12,30,23.9342465753425,0.833333333333333,1.25343406593406,145,0-4
Uganda,0,12,4,18.0164383561644,0,0.222019464720194,6,0-4
Uganda,0,12,10,18.0493150684931,0,0.55403764420158,9,0-4
Uganda,0,12,5,19.0356164383562,0,0.262665515256188,55,0-4
Uganda,1,12,3,17.0301369863014,0.0833333333333333,0.176158301158301,60,0-4
Uganda,1,12,2,18.1479452054794,0.0833333333333333,0.110205314009662,62,0-4
Uganda,1,12,11,17.9835616438356,0.0833333333333333,0.611669713589275,64,0-4
Uganda,0,12,12,18.0493150684931,0,0.664845173041896,65,0-4
Uganda,0,12,7,14.9260273972603,0,0.468979441997062,66,0-4
Uganda,4,12,11,18.0493150684931,0.333333333333333,0.609441408621738,73,0-4
Uganda,0,12,12,17.9506849315068,0,0.66849816849817,76,0-4
Uganda,3,12,7,16.8986301369863,0.25,0.414234760051881,94,0-4
Uganda,31,12,52,16.3397260273973,2.58333333333333,3.18242790073775,95,0-4
Uganda,0,12,14,18.5753424657534,0,0.753687315634219,108,0-4
Uganda,0,12,13,18.0493150684931,0,0.720248937462054,115,0-4
Uganda,4,12,14,17.0301369863014,0.333333333333333,0.822072072072071,116,0-4
Uganda,1,12,5,17.9506849315068,0.0833333333333333,0.278540903540904,128,0-4
Uganda,0,12,4,17.786301369863,0,0.224892174984597,129,0-4
Uganda,0,12,8,18.2465753424658,0,0.438438438438437,130,0-4
Uganda,1,12,2,17.4904109589041,0.0833333333333333,0.114348370927318,144,0-4
Tanzania,4,12,21,16.5369863013698,0.333333333333333,1.26988071570577,58,0-4
