country,country.effect,int.number
Cameroon,8.27478824115596,494
Cote d'Ivoire,0.754838457936633,106
DRC,0.885503360409004,267
Kenya,0.31789638932496,81
Lesotho,3.01725438410463,398
Malawi,9.80036843943025,446
Tanzania,Inf,492
Uganda,12.5255010591494,702
Zimbabwe,33.2466543975644,844
