country,2.5%,50%,97.5%,mean
Cameroon,1.94380620658456,3.62993505561394,6.71276903761729,3.62104093142215
Cote d'Ivoire,1.04339499460767,2.16665800332339,4.35190622698783,2.15474453267294
DRC,6.46651845951453,10.9981770650052,18.3915860011557,10.9768398559058
Kenya,1.25414264220993,2.35465286740274,4.33695944186149,2.33999098730045
Lesotho,2.48814445572324,4.27925808513477,7.45527100908737,4.29488474955176
Malawi,1.10775782581264,2.0786900716231,3.92528265762065,2.08774753114576
Tanzania,6.19376169484764,11.0180300840743,19.7833709203936,11.0134443936986
Uganda,3.99101951245305,7.08232873885823,13.0048608350768,7.11194520729304
Zimbabwe,2.39504982810225,4.1173731712255,7.13327782953454,4.11178573761798
