country,country.effect,int.number
Cameroon,0.674287124251722,123
Cote d'Ivoire,0.956515539523709,272
DRC,1.79475280344171,1494
Kenya,1.15384615384615,147
Lesotho,0.551666534086389,66
Malawi,1.30085607985262,296
Tanzania,1.41826416637797,232
Uganda,2.71747648902822,176
Zimbabwe,1.09043437064693,65
