country,2.5%,50%,97.5%,mean
Cameroon,0.497731051300358,0.886414784866009,1.51225076797409,0.880604589314237
Cote d'Ivoire,0.514300436913573,0.942187309987522,1.63135477896611,0.936045676085522
DRC,1.19970691382125,1.73513453090445,2.50832631669953,1.73462372045049
Kenya,0.430682175636556,0.806677405139181,1.44276533002156,0.804438283602413
Lesotho,0.500958202310775,0.856089909794071,1.44071373956735,0.857300432634529
Malawi,1.105872821564,1.81705281394745,2.94843912980345,1.81104101268899
Tanzania,1.88609518935733,2.85100814593683,4.33430951225512,2.86025331137781
Uganda,1.51590851994113,2.49003521085399,4.1775975129708,2.49720761464766
Zimbabwe,0.499594282484808,0.840828160889394,1.41614858754711,0.842036215310505
